name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake+AF8-prompt,intake1,intake2,hotline+AF8-prompt,hotline1,hotline2,website,dir+AF8-prefix,dir+AF8-first,dir+AF8-mi,dir+AF8-last,dir+AF8-suffix,dir+AF8-title,dir+AF8-phone,dir+AF8-fax,dir+AF8-email,mail+AF8-street1,mail+AF8-street2,mail+AF8-city,mail+AF8-state,mail+AF8-zip,mail+AF8-zip4,latitude,longitude,type+AF8-facility,last+AF8-update,adlt,chld,snr,yad,act,cdm,cm,coot,dec,es,fpsy,hs,icm,imr,ipc,lad,nrt,nsc,peer,prs,semp,sh,sps,stu,tcc,tpc,vrs,cit,wi,bmo,du,duo,mo,ih,lmg,osg,sma,tbg,vamc,fem,male,atr,clf,cmhg,csbg,ihs,mc,md,mi,np,osf,pi,scjj,sef,sf,si,smha,swfs,vaf,ghf,mhf,mhsaf,saf,pa,ss,cmhc,ct,hi,hid,hit,msnh,od,odt,oit,omb,omh,op,ores,ort,ph,psy,rd,res,rl,rs,rtca,rtcc,ad,adm,alz,bc,cj,co,dv,gl,hv,mf,mn,ped,ptsd,pw,se,sed,smi,tay,tbi,trma,vet,wn,xa,ah,fx,nx,sp,smon,smop,smpd,at,bmt,cbt,cft,dbt,ect,gt,idd,ipt,ptm,tele,tt,bu,dm,dt,hh,mh,mm,nxn,otpa,sa,vtrl
Medallion Care Behavioral Health,,470 Colfax Avenue,,Clifton,NJ,07013,,Passaic,973+AC0-473+AC0-2343,Intake,973+AC0-473+AC0-2343,,,,,,,Janine,,Kaelin,,,,,,,,,,,,40.874084,+AC0-74.167273,MH,3/5/2015 19:48:32,1,,1,1,,,1,1,1,1,1,,,1,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,1,,,1,1,1,1,,,,1,1,1,1,,,,,,,1,,,,,
Occupational Center of Union County,,301 Cox Street,,Roselle,NJ,07203,,Union,908+AC0-241+AC0-7200,Intakes,908+AC0-241+AC0-7200+AC0-3028,877+AC0-873+AC0-6282,,,,http://occupationalcenter.org,,Michele,,Ford,,,,,,,,,,,,40.654711,+AC0-74.281116,MH,3/5/2015 19:48:32,1,,1,1,,,,,1,,,,,1,,,,,1,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,1,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,1,,,1,1,1,1,,,,1,1,1,1,,,,,,,1,,,,,
Saint Clares Hosp Behavioral Health,Intensive Outpatient Treatment,50 Morris Avenue,,Denville,NJ,07834,,Morris,973+AC0-625+AC0-7051,Intake,888+AC0-626+AC0-2111,,,,,www.saintclares.org,,Aimee,,Braca,,,,,,,,,,,,40.901143,+AC0-74.47512,MH,3/5/2015 19:48:32,1,1,1,1,1,,1,,,1,1,1,,1,,,,1,,,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,1,,,,1,,,1,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,1,1,,,,,1,1,,,1,1,1,1,,,,,,,1,,,,,
Saint Clares Hosp Behavioral Health,Outpatient,50 Morris Avenue,,Denville,NJ,07834,,Morris,973+AC0-625+AC0-7009,Intake,888+AC0-626+AC0-2111,,,,,,,Lynne,,Chandler,,,,,,,,,,,,40.901143,+AC0-74.47512,MH,3/5/2015 19:48:32,1,1,1,1,1,,1,,,1,1,1,,1,,,1,1,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,,1,,,1,1,1,1,,,1,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,1,,,,,,1,,,1,1,,,,,1,1,,,1,1,1,1,,,,,,,1,,,,,
Mount Carmel Guild Behav Healthcare,,58 Freeman Street,,Newark,NJ,07102,,Essex,973+AC0-266+AC0-7992,Intake,973+AC0-596+AC0-4190,,,,,,,,,,,,,,,,,,,,,40.731656,+AC0-74.144012,MH,7/10/2015 9:40:38,1,1,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,1,1,,,1,,1,,,,1,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,1,,1,,,,,,,1,,,,1,,,,1,,1,,,1,,,1,1,,,1,1,1,1,,,,,,,1,,,,,
Ocean Mental Health Services Inc,Early Interven and Support Servs(EISS),1376 Route 9,,Bayville,NJ,08721,,Ocean,732+AC0-240+AC0-3760,Intake,732+AC0-240+AC0-3760,,,,,www.oceanmhs.org,,James,,Cooney,,CEO,,,,,,,,,,39.916075,+AC0-74.156292,MH,3/5/2015 19:48:32,1,,1,1,,,1,,,,1,,,1,,,,,1,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,1,1,1,,,1,,,1,,1,,,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,1,,,1,,,1,,,1,1,,,1,1,1,1,,,,,,,1,,,,,
Saint Marys Hospital Behavioral Health,Treatment Programs at Seton Center,530 Main Avenue,,Passaic,NJ,07055,,Passaic,973+AC0-470+AC0-3056,Intake,973+AC0-470+AC0-3514,,,,,,,Perry,,Iasiello,,,,,,,,,,,,40.857074,+AC0-74.123187,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,,,1,1,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,1,1,,,1,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,1,,,1,,1,1,,,1,1,1,1,,,,,,,1,,,,,
Runnells Specialized Hospital of,Union County,40 Watchung Way,,Berkeley Heights,NJ,07922,,Union,908+AC0-771+AC0-5700,Intake,908+AC0-771+AC0-5700,,,,,,,Joan,,Wheeler,,,,,,,,,,,,40.665434,+AC0-74.422175,MH,7/9/2015 15:57:47,1,,1,1,,1,,,1,,1,,,1,,,,1,,,,,1,,,,,1,,,,,,,1,,,,,,,,1,,,,1,1,1,,1,1,,,1,,1,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,1,,1,,,,,,,1,1,,1,1,,,1,,1,1,,,1,1,1,1,,,,,,,1,,,,,
Saint Clares Behavioral Health Center,,1 Medical Drive,,Parsippany,NJ,07054,,Morris,973+AC0-298+AC0-8600,Intake,888+AC0-626+AC0-2111,,,,,,,Lynn,,Chandler,,,,,,50 Morris Avenue,,Denville,NJ,07834,,40.832753,+AC0-74.498404,MH,3/5/2015 19:48:32,1,1,1,1,,,1,,,1,1,1,,1,,,1,1,,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,1,1,1,,1,1,,,,1,,,1,1,1,,,,1,,,1,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,1,,,1,,1,1,,,1,1,1,1,,,,,,,1,,,,,
Barnabas Health Behavioral Health Ctr,Short Term Care Facility (STCF),1691 U.S. Highway 9,,Toms River,NJ,08753,,Ocean,732+AC0-914+AC0-1688,Intake,800+AC0-300+AC0-0628,,,,,www.barnabashealth.org/Specialty+AC0-Services/Behavioral+AC0-Health.aspx,,Joe,,Hicks,,,,,,,,,,,,40.011966,+AC0-74.214548,MH,3/5/2015 19:48:32,1,,1,1,,,,,,,1,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,1,1,,,1,,1,1,,,1,1,1,1,,,,,,,1,,,,,
Saint Clares Hosp Behavioral Health,Partial Care/Residential Services,1 Medical Drive,,Morris Plains,NJ,07950,,Morris,973+AC0-278+AC0-8600,Intake,888+AC0-626+AC0-2111,,,,,,,Lynne,,Chandler,,,,,,,,,,,,40.832753,+AC0-74.498404,MH,3/5/2015 19:48:32,1,,1,1,,,1,,,,1,1,,1,,,1,1,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,1,1,,,,1,,,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,1,,,1,,1,1,,,1,1,1,1,,,,,,,1,,,,,
Mount Carmel Guild Behav Healthcare,,108 Alden Street,,Cranford,NJ,07016,2131,Union,908+AC0-497+AC0-3968,Intakes,908+AC0-497+AC0-3925,908+AC0-497+AC0-3968,,,,http://ccannj.com,,Jeanette,,Vella,,,,,,,,,,,,40.657655,+AC0-74.305466,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,1,,,1,1,1,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,1,,,1,1,1,1,,,,,,,1,,,,,
Puerto Rican Family Institute Inc,Jersey City Mental Health Clinic,35 Journal Square,Suite 528,Jersey City,NJ,07306,,Hudson,201+AC0-610+AC0-1446,Intake,201+AC0-610+AC0-1446,,,,,http://prfi.org/,,Phil,,Feldman,,,,,,,,,,,,40.730681,+AC0-74.064902,MH,3/5/2015 19:48:32,1,1,1,1,,1,1,1,1,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,,,1,,1,1,,,1,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,1,,,,1,,,,1,1,,,,,,,1,,1,,,1,,1,1,1,,,1,1,1,1,,,,,,,1,,,,,
Christian Healthcare Center,Pathways,301 Sicomac Avenue,Building 2,Wyckoff,NJ,07481,,Bergen,201+AC0-848+AC0-7549,Intake,201+AC0-848+AC0-7549,,,,,http://www.chccnj.org/,,Jennifer,,Puskas,,,,,,,,,,,,40.98412,+AC0-74.170669,MH,3/5/2015 19:48:32,1,,1,1,,1,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,1,1,1,1,1,,,1,1,1,1,,,,,,,1,,,,,
Meadowview Psychiatric Hospital,,595 County Avenue,Building 10,Secaucus,NJ,07094,2605,Hudson,201+AC0-369+AC0-5252+AC0-3013,,,,,,,,,Nuzhat,,Iqbal,,,,,,,,,,,,40.77857,+AC0-74.059489,MH,3/5/2015 19:48:32,1,,1,1,,,1,,1,,1,1,,1,1,1,1,1,,1,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,,,1,1,,,1,,1,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,1,,,1,1,1,,1,,1,1,1,1,,,,,,,1,,,,,
CentraState Medical Center,Behavioral Health Services,901 West Main Street,,Freehold,NJ,07728,,Monmouth,732+AC0-294+AC0-2858,Intakes,732+AC0-780+AC0-6023,732+AC0-294+AC0-2850,,,,http://www.centrastate.com/psychiatric+AC0-services,,Cheryl,A,Craig,,,,,,,,,,,,40.238607,+AC0-74.312889,MH,3/5/2015 19:48:32,1,,1,1,,,,,1,,1,,,,,,1,,,,,,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,1,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,
Las Cumbres Community Services Inc,Community Infant Program,805 Early Street,Suite B+AC0-102,Santa Fe,NM,87505,,Santa Fe,505+AC0-955+AC0-0410,Intake,505+AC0-955+AC0-0410,,,,,http://www.lascumbres+AC0-nm.org/infant+AC0-program,,Annie,,Rasquin,,,,,,,,,,,,35.678177,+AC0-105.952026,MH,3/5/2015 19:48:32,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,1,,,1,1,,1,,1,,,1,,,,,1,,,,,
Las Cumbres Community Services Inc,,404 Hunter Street,,Espanola,NM,87532,,Rio Arriba,505+AC0-753+AC0-4123,Intakes,505+AC0-753+AC0-4123,505+AC0-955+AC0-0410,,,,http://www.lascumbres+AC0-nm.org,,Patty, ,Shure,,,,,,P.O. Box 1362,,Espanola,NM,87532,1362,35.991513,+AC0-106.07683,MH,3/5/2015 19:48:32,,1,,,,,1,1,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,1,1,1,1,1,1,,1,,1,,,1,,,,,1,,,,,
Consulting Psychological Services,,921 East 21st Street,Suite D,Clovis,NM,88101,4443,Curry,575+AC0-762+AC0-0212,Intakes,575+AC0-762+AC0-0212,575+AC0-762+AC0-2024,,,,http://www.cloviscounselingcenter.com/,,Diane,,True,,,,,,,,,,,,34.419306,+AC0-103.194286,MH,3/5/2015 19:48:32,1,1,1,1,,,,1,1,1,1,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,1,1,,,1,,,,,1,,,,,
University of New Mexico Childrens,Psychiatric Center,1001 Yale Boulevard NE,,Albuquerque,NM,87106,3825,Bernalillo,505+AC0-272+AC0-2890,Intake,505+AC0-272+AC0-2930,,,,,,,Lori,,Ponge,,,,,,,,,,,,35.09272,+AC0-106.621431,MH,3/5/2015 19:48:32,,1,,,,1,1,,,1,1,,1,1,,,1,1,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,,1,1,1,1,,,1,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,1,1,1,,1,1,,,1,,,1,,,,,1,,,1,1,,,1,,1,1,1,,1,,1,1,,1,,,,,1,,,,,
Yth Development Inc/Amistad Runaway ,Homeless Shelter for Youth,1706 Centro Familiar Street SW,,Albuquerque,NM,87105,,Bernalillo,505+AC0-877+AC0-0371,Intakes,505+AC0-877+AC0-0371,505+AC0-212+AC0-7385,,,,,,Louis,,Lopez,,,,,,,,,,,,35.044665,+AC0-106.680062,MH,7/10/2015 10:5:30,,1,,,,,1,1,1,1,1,1,,,,1,,,,,1,1,1,1,,,,1,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,1,1,,1,,,,,1,,,1,,,,,,,,,,,1,1,,,1,1,1,,,,1,1,1,1,,1,,,,,1,,,,,
Villa Santa Maria,,19 Cirquela Road,,Cedar Crest,NM,87008,,Bernalillo,505+AC0-281+AC0-3609,Intake,505+AC0-281+AC0-3609,,,,,,,Joseph, ,McQuill,,,,,,P.O. Box 156,,Cedar Crest,NM,87008,0156,35.10055,+AC0-106.374315,MH,3/5/2015 19:48:32,,1,,,,1,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,1,1,,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,1,,,1,1,1,1,,1,,,,,1,,,,,
Childrens Treatment Center,,6611 Gulton Court NE,,Albuquerque,NM,87109,,Bernalillo,505+AC0-296+AC0-3965,Intake,505+AC0-296+AC0-3965,,,,,,,Leslie,,Dozzo,,,,,,,,,,,,35.153309,+AC0-106.600961,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,1,1,1,,,,,,,,,1,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,1,1,1,,,1,,,1,1,,,,,,1,,,,,,1,1,,1,,,1,,,,,,,,,,,,1,,,,,1,,,1,1,,,,,,,,,,,,,1,1,1,1,1,,,1,1,1,1,,1,,,,,1,,,,,
La Familia/Namaste,,1219 Gusdorf Road,Suite E,Taos,NM,87571,,Taos,575+AC0-737+AC0-5078,Intakes,505+AC0-766+AC0-9361+AC0-100,575+AC0-737+AC0-5078,,,,,,Beverly,R,Nomberg,,,,,,,,,,,,36.378407,+AC0-105.58704,MH,3/5/2015 19:48:32,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,1,,,1,,1,1,1,1,,,,,1,,,,,
New Mexico Behavioral Health Institute,Community Based Services,Highway 518,,Mora,NM,87732,,Mora,575+AC0-387+AC0-2677,Intakes,575+AC0-387+AC0-2677,505+AC0-454+AC0-5100,,,,,,Corinne,,Dominguez,,,,,,P.O. Box 588,,Mora,NM,87732,0588,35.968589,+AC0-105.306648,MH,7/10/2015 11:5:36,1,1,1,1,,,,1,,1,1,1,,1,,,,,,1,,1,1,1,,,1,1,1,,,,,,,1,,,,,,,,1,1,,1,1,,,,1,,1,1,1,,,,,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,1,,1,1,1,,1,1,,1,,1,,1,,1,,,1,,,1,,,1,,1,1,1,,,1,,1,1,1,1,,,,,1,,,,,
La Familia/Namaste,,626 East Main Street,Unit 5,Farmington,NM,87401,,San Juan,505+AC0-325+AC0-2778,Intakes,505+AC0-766+AC0-9361+AC0-100,505+AC0-325+AC0-2778,,,,,,Beverly,R,Nomberg,,,,,,,,,,,,36.732193,+AC0-108.195006,MH,3/5/2015 19:48:32,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,1,1,,1,,1,1,1,1,,,,,1,,,,,
Heritage Program for Senior Adults,The Therapy Center,213 Sudderth Drive,,Ruidoso,NM,88345,,Lincoln,575+AC0-257+AC0-6283,Intake,575+AC0-257+AC0-6283,,,,,http://mylcmc+AC0-ruidoso.com,,Al,,Santos,,,,,,,,,,,,33.3231,+AC0-105.63079,MH,3/5/2015 19:48:32,1,,1,,,,1,1,,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,1,,,1,,,,1,,,,,1,1,1,,1,,1,1,1,1,,,,,1,,,,,
La Familia Inc ,DBA La Familia/Namaste,2400 Wellesley Drive NE,,Albuquerque,NM,87107,,Bernalillo,505+AC0-766+AC0-9361,Intake,505+AC0-766+AC0-9361+AC0-100,,,,,http://www.la+AC0-familia+AC0-inc.org,,Beverly,R,Nomberg,,,,,,,,,,,,35.107924,+AC0-106.606672,MH,3/5/2015 19:48:32,,1,,1,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,1,,1,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,1,1,,1,1,1,,1,,1,1,1,1,,,,,1,,,,,
New Mexico Behavioral Health Institute,Community Based Services,700 Friedman Avenue,,Las Vegas,NM,87701,,San Miguel,505+AC0-454+AC0-5100,Intake,505+AC0-454+AC0-5100,,,,,,,Corinne, ,Dominguez,,,,,,,,,,,,35.602781,+AC0-105.221613,MH,3/5/2015 19:48:32,1,1,1,1,,,,1,,1,1,1,,1,,1,,,1,1,1,1,1,1,,,1,1,1,,,,,,,1,,,,,,,,1,1,,1,1,1,,1,1,,,1,1,1,,1,,1,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,1,,1,1,1,,1,1,,1,,1,1,1,,1,,,1,,,1,,,1,,1,1,1,1,,1,,1,1,1,1,,,,,1,,,,,
Sequel of New Mexico LLC,Bernalillo Academy/Camelot,5400 Gibson Boulevard SE,Suite A,Albuquerque,NM,87108,,Bernalillo,505+AC0-924+AC0-6330,Intake,505+AC0-924+AC0-6325,,,,,http://www.bernalilloacademy.org/,,,,,,,,,,,,,,,,35.057361,+AC0-106.582104,MH,3/5/2015 19:48:32,,1,,,,,,,1,1,1,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,1,1,,,1,1,1,1,1,,1,,1,1,1,1,,,,,1,,,,,
New Mexico VA Healthcare System,Gallup Clinic,520 State Highway 564,,Gallup,NM,87301,,McKinley,505+AC0-722+AC0-7234,Intakes,505+AC0-722+AC0-7234x6671,505+AC0-377+AC0-5084,,,,,,Genaro,,Colon+AC0-Velez,,,,,,,,,,,,35.521879,+AC0-108.707424,MH,3/5/2015 19:48:32,1,,1,1,,1,1,,1,1,,1,,,1,,,1,,1,,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,1,,1,1,,,1,1,,1,,1,1,1,,1,,,1,,,,,,1,,1,1,,,,1,1,1,1,1,1,,,,,1,,,,,
Mental Health Resources Inc,Tucumcari Treatment Unit,1005 South Monroe Street,,Tucumcari,NM,88401,3208,Quay,575+AC0-461+AC0-3013,Intake,575+AC0-461+AC0-3013,,,,,,,Beate,E,Macias,,,,,,,,,,,,35.169806,+AC0-103.722127,MH,3/5/2015 19:48:32,1,1,1,1,,,,1,,,1,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,1,1,1,1,,1,1,1,1,1,1,,,,,1,,,,,
Christus Saint Vincent Reg Med Center,Behavioral Health Unit,455 Saint Michaels Drive,,Santa Fe,NM,87505,,Santa Fe,505+AC0-913+AC0-5540,Intakes,800+AC0-470+AC0-9070,505+AC0-913+AC0-5540,,,,,,Michael,,Ell,,,,,,,,,,,,35.657872,+AC0-105.94569,MH,3/5/2015 19:48:32,1,,1,1,,1,,,1,,1,,,,,,1,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,,1,1,1,1,,1,1,,,1,1,1,1,1,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,1,,1,,,,1,,,1,,,,,,,1,,,,,
San Juan Regional Medical Center,Behavioral Health Unit,801 West Maple Street,,Farmington,NM,87401,,San Juan,505+AC0-609+AC0-6658,Intake,505+AC0-609+AC0-2709,,,,,http://sjrmc.org,,Patricia,,Stady+AC0-Due,,,,,,,,,,,,36.723871,+AC0-108.217487,MH,3/5/2015 19:48:32,1,,,1,,,,,,1,1,,,1,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,,1,1,1,,1,,,,1,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,1,,,,1,,1,1,,,,,,,1,,,,,
Gila Regional Medical Center,,1313 East 32nd Street,,Silver City,NM,88061,,Grant,575+AC0-538+AC0-4045,Intake,575+AC0-538+AC0-4000+AC0-4045,,,,,,,Brian,,Bentley,,,,,,,,,,,,32.795584,+AC0-108.262756,MH,3/5/2015 19:48:32,1,,1,1,,,,,,1,1,,,,,,1,1,,1,,,1,1,1,,,1,1,,,,,,1,,,,,,,,1,1,1,,1,1,1,,,1,,,1,1,1,,,,1,,,,,,,1,,,,,,,,,1,1,,1,1,,1,,,,,,1,1,,1,1,,1,1,1,,1,1,,1,,1,,1,,1,,,,,,1,1,,,1,1,1,1,,,1,1,1,1,,,,,,,1,,,,,
Southern Nevada Adult MH Servs,Laughlin Behavioral Health Center,3650 South Pointe Circle,Suite 208,Laughlin,NV,89029,,Clark,702+AC0-298+AC0-5313,Intake,702+AC0-298+AC0-5313x222,,,,,,,Susan,,Haut,,,,,,,,,,,,35.142738,+AC0-114.631104,MH,7/9/2015 15:44:27,1,1,1,1,,,1,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,1,1,,,1,1,1,,1,1,,1,,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,1,1,,,1,,1,1,1,,,,,,1,,,,,
Southern Nevada Adult MH Servs,East Las Vegas Clinic,1785 East Sahara Avenue,Suite 145,Las Vegas,NV,89104,,Clark,702+AC0-486+AC0-6400,Intake,702+AC0-486+AC0-6400,,,,,,,Debra,M,Wright,,,,,,,,,,,,36.14392,+AC0-115.128608,MH,7/9/2015 15:43:30,1,,1,1,,,,1,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,1,,1,,1,1,1,1,1,,,,,,1,,,,,
Southern Nevada Adult MH Servs,Rawson/Neal Psychiatric Hospital,6161 West Charleston Boulevard,,Las Vegas,NV,89146,,Clark,702+AC0-486+AC0-6000,Intakes,702+AC0-486+AC0-6000,702+AC0-486+AC0-4400,,,,,Dr.,Chelsea,,Szklany,,,,,,6161 West Charleston,,Las Vegas,NV,89146,,36.157438,+AC0-115.226541,MH,7/9/2015 15:41:56,1,,1,1,,,,,1,,1,1,,,,1,1,,1,1,1,1,1,1,1,,1,,,,,,,,,,1,,,,,,1,1,1,1,1,1,,,1,1,,,1,,1,1,,,1,,,1,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,1,1,,,1,1,1,1,1,,1,1,1,1,1,,,,,,1,,,,,
Southern Nevada Child and Adolescent,Oasis Residential Treatment Center,6171 West Charleston Boulevard,+ACI-Buildings 11, 12, 13, 14+ACI-,Las Vegas,NV,89146,,Clark,702+AC0-486+AC0-7664,Intakes,702+AC0-486+AC0-6194,702+AC0-486+AC0-7664,,,,,,Nancy,,Sirkin,,,,,,,,,,,,36.158436,+AC0-115.227612,MH,3/5/2015 19:48:32,,1,,,,,1,,,,1,,1,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,1,,,1,,1,,,,,1,,,,,1,,,,,
